keyword,count
Transformer,63
Deep learning,41
딥러닝,40
Digital Transformation,39
Deep Learning,38
인공지능,29
ChatGPT,28
트랜스포머,28
Artificial intelligence,26
디지털 전환,23
Generative AI,21
AI,19
deep learning,18
Artificial Intelligence,16
.,16
Machine Learning,15
Vision Transformer,15
생성형 인공지능,14
transformer,14
생성형 AI,13
변혁적 리더십,13
CNN,12
BERT,12
artificial intelligence,12
LSTM,10
디지털전환,10
챗GPT,9
GPT,9
Transformational leadership,9
Digital transformation,9
digital transformation,9
Generative Artificial Intelligence,9
토픽 모델링,8
Machine learning,8
Computer Vision,8
Topic Modeling,8
Natural Language Processing,8
Classification,8
Chatbot,8
디지털 트랜스포메이션,7
머신러닝,7
machine learning,7
BIM,6
Large language model,6
GAN,6
Convolutional neural network,6
Data Augmentation,6
transformational leadership,6
ResNet,5
Transformational Leadership,5
Large Language Model,5
Vision transformer,5
텍스트 마이닝,5
Text Mining,5
토픽모델링,5
Explainable AI,5
컴퓨터 비전,5
data augmentation,5
자연어 처리,5
computer vision,5
Education,5
저작권,4
Natural language processing,4
NLP,4
Prediction,4
자연어처리,4
챗봇,4
topic modeling,4
Convolutional Neural Network,4
Technology Acceptance Model,4
중소기업,4
Urban Regeneration,4
Topic modeling,4
MHD,4
Virtual Reality,4
China,4
Transactional Leadership,4
LLM,4
중국,4
Chat GPT,4
ESG 경영,4
object detection,4
Attention Mechanism,4
BART,4
디지털 리터러시,4
근거이론,4
Resilience,4
비즈니스 모델,4
Fine-tuning,4
Convolutional Neural Network (CNN),4
Computer vision,4
Qualitative research,3
플랫폼,3
지방소멸,3
TikTok,3
Ethics,3
Finite element method,3
음성인식,3
Monitoring,3
fault diagnosis,3
데이터 증강,3
Image processing,3
Organizational Performance,3
Big Data,3
추천시스템,3
Point Cloud,3
large language model,3
Efficiency,3
Image Classification,3
neural language model,3
Platform,3
large-scale language model,3
컴퓨팅 사고력,3
Sustainable Development,3
waste,3
Convergence,3
Electrocardiogram,3
U-Net,3
SMEs,3
연구동향,3
LDA,3
틱톡,3
Smart Farm,3
Swin transformer,3
Large language models,3
디지털 혁신,3
Semantic Segmentation,3
Business Model,3
Laplace transform,3
Deep Neural Network,3
digital humanities,3
디지털 인문학,3
거래적 리더십,3
텍스트마이닝,3
비전 트랜스포머,3
신뢰성,3
가상현실,3
직무만족,3
2022 개정 교육과정,3
Digital Literacy,3
Job satisfaction,3
Unet,3
digital literacy,3
Dynamic Capabilities,3
직무만족도,3
Corporate Performance,3
디지털 대전환,3
대규모 언어모델,3
GRU,3
합성곱 신경망,3
EfficientNet,3
시계열 예측,3
디지털 전략,3
Leadership,3
Digital Strategy,3
Knowledge,3
거대언어모델,3
기업성과,3
감성분석,3
transformation,3
재현,3
다문화,3
ESG Management,3
