keyword,count
Transformer,46
딥러닝,34
Deep Learning,34
Deep learning,30
인공지능,26
트랜스포머,22
deep learning,20
ChatGPT,19
transformer,18
Artificial Intelligence,16
Digital Transformation,16
Artificial intelligence,15
디지털 전환,13
BERT,13
Machine Learning,12
Digital transformation,12
AI,12
artificial intelligence,12
변혁적 리더십,12
.,12
CNN,11
Machine learning,11
Natural Language Processing,10
자연어 처리,9
디지털 트랜스포메이션,8
COVID-19,8
Transformational Leadership,8
digital transformation,8
Swin Transformer,8
합성곱 신경망,8
LSTM,7
빅데이터,7
China,7
Classification,7
Vision Transformer,7
Transformers,6
Adsorption,6
Metaverse,6
machine learning,6
디지털전환,6
머신러닝,5
transformation,5
Convolutional neural network,5
KoBART,5
Big Data,5
transformational leadership,5
텍스트 마이닝,5
메타버스,5
생성형 인공지능,5
natural language processing,5
Transfer learning,5
Prediction,5
GPT,5
Transformer(트랜스포머),4
Convolutional Neural Network,4
Deep Learning(딥러닝),4
Optimization,4
Neural Network,4
비전 트랜스포머,4
토픽모델링,4
Computer Vision,4
Natural language processing,4
딥 러닝,4
ResNet,4
데이터 증강,4
디지털 리터러시,4
Self-attention,4
코로나19,4
멀티모달,4
generative AI,4
Text Mining,4
vision transformer,4
BIM,4
OCR,3
Life Satisfaction,3
KoBERT,3
중국,3
Mask R-CNN,3
리더십,3
leadership,3
computer vision,3
지속가능성,3
Deep Learning (딥러닝),3
semantic segmentation,3
컴퓨터 비전,3
챗GPT,3
Autonomous driving,3
large language model,3
전이학습,3
SME,3
공유경제,3
Neural network,3
교양교육,3
예측,3
Digitalization,3
Sustainability,3
Sentiment Analysis,3
Nussbaum,3
GPT-4,3
심층학습,3
anomaly detection,3
AR,3
T5,3
Image Processing,3
매개효과,3
혁신행동,3
순환 신경망,3
Efficiency,3
Algorithm,3
Governance,3
비즈니스 모델,3
point cloud,3
Transformer model,3
미래교육,3
Business Model Innovation,3
Object detection,3
GPT-2,3
CCTV,3
Diffusion model,3
드론,3
Autoencoder,3
Text mining,3
Genetic Algorithm,3
인공신경망,3
이미지 변환,3
삶의 만족도,3
불확실성,3
topic modeling,3
UX,3
