keyword,count
Deep Learning,17
ResNet,17
딥러닝,14
Deep learning,14
CNN,14
deep learning,10
.,7
Convolutional neural network,5
MobileNet,4
Artificial intelligence,4
Transfer learning,3
VGGNet,3
Convolutional Neural Network,3
GoogLeNet,3
Triplet Loss,3
Machine learning,3
FPGA,3
VGG,3
Deep Learning(딥러닝),2
Transfer Learning,2
U-Net,2
Faster R-CNN,2
인공지능,2
합성곱 신경망,2
Semantic Segmentation,2
Defect Detection,2
Multispectral image,2
ResNet-50,2
Surgical support technology,2
Data Reuse,2
Classification,2
Convolution Neural Network,2
DenseNet,2
Privacy,2
CycleGAN,2
Deep Neural Network,2
Image classification,2
Radiography,2
Sex Determination Analysis,2
Computer Vision,2
컴퓨터 비전,2
Grad-CAM,2
Cervical Vertebrae,2
Cephalometry,2
Artificial Intelligence,2
LSTM,2
convolutional neural networks,2
CNN accelerator,2
convolution neural network,2
OPhthalmoloscopy,1
Activation Function.,1
ImageNet,1
deep  residual  learning,1
α and β Regularizers,1
3D Modeling,1
Machine Learning Applications,1
Neural Network,1
personal mobility,1
multiple  species recognition,1
short-time Fourier transform,1
wavelet transform,1
image  recognition,1
butterfly  identification,1
Digital Twin,1
Filter Diversity,1
Occlusion Area,1
Detection,1
Nuclear fuel assembly,1
Monte Carlo,1
tomography,1
Single-photon emission computed,1
Bidirectional LSTM,1
Fake news detection,1
attenuation correction,1
quantification,1
myocardial perfusion imaging,1
SPECT,1
SNR(신호 대 잡음비),1
Domain Adaption(도메인 적응),1
FFT(빠른 푸리에 변환),1
DenseNet(밀집 연결 합성곱 네크워크),1
ResNet(심층 잔차 신경망),1
AI,1
Physics Model(물리 모델),1
Vehicle Chassis System(차량 샤시 시스템),1
In-paining,1
Fundus photograph,1
Representative Batch Normalization,1
Siamese Network,1
image segmentation,1
Aluminum alloy,1
Surface Defect,1
Tversky loss,1
Metal artifacts,1
Anatomical structure segmentation,1
Crack detection,1
Auto Visual Inspection,1
Semiconductor,1
irrigation canal,1
CCTV images,1
Synthetic Aperture Radar (SAR).,1
Data Augmentation,1
Machine Learning (ML),1
Deep Learning (DL),1
Automatic Target Detection (ATD),1
Feature Representation,1
database performance,1
CNN architecture,1
emotion recognition,1
facial expression classification,1
thermal face image,1
Filter Spreading,1
Extrusion,1
Neural Processing Unit,1
Few-shot Learning,1
Scene text recognition,1
Object Recognition,1
Maritime Target,1
Radar Image,1
Inverse Synthetic Aperture Radar,1
Processing Element,1
Accelerator,1
Deep Convolutional Neural Network,1
Feature enhancement,1
Feature representation,1
Singular Value Decomposition (SVD) Entropy,1
Weights Correlation.,1
FIFO,1
UAV,1
FGSM attack,1
Fully Connected Layer,1
MRI,1
Activation Channels,1
(CLAHE) filter,1
Convolution neural network (CNN),1
Retinal fundus images,1
Retinal disease,1
Interleaved Memory,1
Adversarial attack,1
Facial Expression Classification,1
BIM attack,1
Metal Surface,1
머신러닝,1
결함 검출,1
금속 외관,1
Dermatosis,1
Dog skin disease,1
Knowledge distillation,1
Genetic algorithm,1
Structure reduction,1
Lightweight Deep Learning,1
Neural Architecture Search,1
Room Layout Estimation,1
Child drawing analysis,1
Image Similarity,1
아동 그림분석,1
이미지 유사성,1
Unity ML Agent,1
Word Cloud,1
Self-help-therapy,1
Healing Game,1
REST API,1
Dialogflow,1
Recommendation System,1
Collaborative Filtering,1
합성곱신경망,1
Machine Learning,1
CW attack,1
Pre-training,1
Binarization work,1
Anonymization,1
Patient information,1
Medical image processing field,1
THRA,1
Position prediction,1
Position detection,1
Breadboard,1
Service,1
