keyword,count
Hematological parameters,3
Plasma components,2
Growth performance,2
Sablefish,2
High fat diet,2
Obesity,2
Ammonia,2
carcass composition,1
bioremediation,1
죽염,1
육계,1
JNK pathway,1
ginsenoside Re,1
high-fat diet,1
diabetes mellitus,1
cognitive impairment,1
lactic acid bacteria,1
environmental health,1
growth performance,1
exopolysaccharides,1
fermentation,1
Bioaccumulation,1
Ascorbic acid,1
Pb,1
육성성적,1
Rockfish,1
도체성분,1
Average daily gain,1
Feed additives,1
Immunomodulation,1
Slaughter house blood,1
broilers,1
bamboo salt,1
VOCs,1
nail shop,1
indoor air quality,1
health check-up,1
exposure level,1
Non-specific immune,1
Hematological analyses,1
Olive flounder,1
Emaciation,1
Pleurotus citrinopileatus,1
Pleurotus pulmonarius,1
Pleurotus ostreatus,1
antihyperlipidemic,1
blood profile,1
Young piglets,1
Atherogenic lipid profile,1
Cardiac stem cells,1
Microenvironment,1
ammonia exposure,1
Biochemical parameters,1
Recovery tool,1
Digital forensics tool testing,1
Data set,1
Digital forensics,1
hematological characteristics,1
96-h LC,1
survival rate,1
Sevenband grouper,1
High-fat diet,1
GPT,1
BioHashing,1
cryptography,1
key generation,1
biometrics,1
Cardiomyogenic fate,1
Cell behavior,1
Elastic modulus,1
Hepatic steatosis,1
Leatiporus sulphureus,1
Blood parameter,1
streptozotocin,1
Starvation,1
Cortisol,1
Circadian rhythm,1
Olive flounder Paralichthys olivaceus,1
Hyperglycemia,1
Bangkibokryeong-tang,1
cognitive function,1
diabetic mouse,1
Monascus purpureus,1
Scutellaria baicalensis,1
Artemisia argyi H.,1
C57BL/6 mice,1
Metformin,1
Scutellaria bacalensis,1
herbal medicine,1
Korean medicine,1
integrative treatment,1
acute hepatitis A,1
혈액성분,1
