keyword,count
합성곱 신경망,47
딥러닝,28
CNN,21
Deep Learning,21
합성곱신경망,12
Convolutional Neural Network,12
Deep learning,11
Convolutional neural network,10
Convolutional Neural Network(합성곱 신경망),9
convolutional neural network,8
Convolution Neural Network,7
Machine learning,6
기계 학습,6
deep learning,6
machine learning,5
Convolutional Neural Networks,4
인공신경망,4
Machine Learning,4
convolutional neural networks,4
심층 신경망,4
랜덤 포레스트,4
딥 러닝,4
순환 신경망,3
GNSS,3
Feature Selection,3
인공지능,3
Artificial Intelligence,3
Deep neural network,3
Convolutional Neural Network (CNN),3
Convolution Neural Network(합성곱 신경망),3
CNN(합성곱 신경망),3
YOLO,3
ANN,2
기계학습,2
Deep Learning(딥러닝),2
합성곱 신경망(Convolutional Neural Network),2
IoT,2
Sound event detection,2
CCTV,2
ECG,2
Classification,2
.,2
HABs,2
Image classification,2
Deep Learning(심층 학습),2
Audio,2
강화학습,2
몬테카를로 트리 탐색,2
Random Forest,2
LSTM,2
VGG16,2
영상 기반 상식 추론,2
심층 합성곱 생성적 적대 신경망,2
Multi-Layer Perceptron,2
다층 퍼셉트론,2
transfer learning,2
MFCC,2
Pruning,2
Collaborative Filtering,2
ResNet-50,2
Deep Neural Network,2
Computer Vision,2
convolution neural network,2
영상 인식,2
Mask R-CNN,2
합성곱 신경망(Convolutional neural network),2
deep neural networks,2
Image Processing,2
그래프 합성곱 신경망,2
지진 이벤트 분류,2
Finishing material,1
합성곱 신경망(CNN),1
익형(Airfoil),1
사망률 예측,1
자질 선택,1
Mortality Prediction,1
사례 이미지,1
마감재,1
인테리어 설계,1
Case image,1
Interior design,1
Chest X-Ray,1
항공기 소음,1
엣지 컴퓨팅,1
분산 컴퓨팅,1
edge computing,1
distributed computing,1
단안카메라,1
보행자,1
합성곱신경망 모델,1
렌즈왜곡보상,1
Monocular Camera,1
전산유체역학(CFD),1
Earthquake events classification,1
CNN Model,1
트라우마,1
인체동작인식(Human motion recognition),1
착용형센서(Wearable sensor),1
슬라이딩 윈도우(Sliding window),1
건물에너지,1
장단기 메모리,1
Building Energy,1
Artificial Neural Network,1
Recurrent Neural Network,1
Long-Short Term Memory,1
음성,1
Pneumonia,1
스펙트로그램,1
감정,1
Trauma,1
객체탐지,1
Spectrogram,1
Emotion,1
합성곱 신경망 네트워크,1
폐렴,1
흉부 X-ray,1
Pedestrian,1
문자인식,1
LDC,1
AlexNet,1
심장분할,1
알고리즘,1
Heart Segmentation,1
Algorithm,1
장수말벌,1
이미지 퓨전,1
심층 합성곱 신경망,1
Vespa mandarinia,1
Image Fusion,1
DCNN(Deep Convolutional Neural Networks),1
핵연료집합체,1
Pneumonia(폐렴),1
Mel-specctrogram(멜-스펙트로그램),1
Structural texture,1
Impulse response(임펄스응답),1
딥러닝 알고리즘,1
불법 주정차,1
드론 영상,1
Deep Learning Algorithm,1
Illegal Parking and Stopping,1
영상 분류,1
몬테칼로 전산모사,1
심층 합성곱 신경망(Deep convolutional Neural Network),1
메타몰픽 테스팅,1
한글인식,1
이미지분석,1
Character recognition,1
Korean Recognition,1
Image analysis,1
Convolution neural network,1
Convolutional Neural Network (합성곱 신경망),1
Discrete wavelet transform(이산 웨이브렛 변환),1
Tyre pattern noise (타이어 패턴소음),1
데이터 어그멘테이션,1
Dental implant planning.,1
이미지 합성,1
Metamorphic Testing,1
Data Augmentation,1
Image Composition,1
자동 평면 검출,1
변환 최적화,1
치아 임플란트 계획.,1
Automatic plane detection,1
