keyword,count
Digital Transformation,22
BERT,15
Transformational Leadership,13
디지털 전환,13
인공지능,11
Deep Learning,11
COVID-19,10
Adsorption,10
Deep learning,10
딥러닝,9
Transformer,9
디지털 트랜스포메이션,8
Digital transformation,8
변혁적 리더십,7
AI,7
4차 산업혁명,6
China,6
BIM,5
natural language processing,5
중국,5
트랜스포머,5
digital transformation,5
Metaverse,5
Machine Learning,4
비즈니스 모델,4
Vietnam,4
PSCAD/EMTDC,4
GAN,4
sentiment analysis,4
machine learning,4
deep learning,4
Kinetics,3
CNN,3
big data,3
Family,3
artificial intelligence,3
Transfer Learning,3
Big Data,3
메타버스,3
빅데이터,3
챗봇,3
자연어처리,3
심층신경망,3
Pre-trained Language Model,3
Innovation,3
디지털트랜스포메이션,3
ICT,3
DPA,3
흡착,3
Fibrosis,3
ESS,3
Isotherm,3
neural network,3
CJIP,3
디지털전환,3
Case Study,3
자연어 처리,3
Artificial Intelligence,3
코로나19,3
토픽모델링,3
가상현실,3
Technology adoption lifecycle,2
公議,2
Chasm,2
governance,2
감성 분석,2
Wavelet,2
향촌조직,2
鄕約契,2
私賑,2
시민참여,2
K-means,2
PPLM,2
거버넌스,2
Suncheon,2
Blockchain Technology,2
MASS,2
Search traffic,2
Particle swarm optimization,2
포스트 코로나,2
Leadership,2
Settlement,2
마이데이터,2
Digital Bank,2
Nursing students,2
Local community organization,2
Structural Topic Modeling,2
citizen participation,2
Transformational leadership,2
Ant Colony Optimization,2
Intellectual Property,2
k-평균 군집화,2
교양교육,2
High-speed railway,2
Uganda,2
research trend,2
ICQ/MRA,2
치유,2
Fourier transform,2
KBV,2
Financial Inclusion,2
People Analytics,2
Over-the-top,2
Sentiment Analysis,2
VSLA,2
Saemaul Geumgo,2
Air Quality Index,2
머신러닝,2
연구동향,2
The 4th Industrial Revolution,2
Topic Modeling,2
Mechanism,2
젠더,2
?利??,2
topic modeling,2
structure,2
Structural health monitoring,2
Differential Evolution,2
Transformative Innovation,2
Netflix,2
Amazon Prime Video,2
이산 웨이블릿 변환,2
Virtual reality,2
Segmentation,2
KOSPI,2
Machine learning,2
公賑,2
Embedding,2
image generation,2
Wavelet Transform,2
Word Embedding,2
워드 임베딩,2
모델,2
핵심역량,2
Higher Education,2
Business model,2
Data Integration,2
Particle Swarm Optimization,2
Firefly Algorithm,2
사례연구,2
Education Model,2
가족,2
환곡,2
Urban Regeneration,2
도시재생,2
SAP,2
convection,2
Structural Transformation,2
프러시안 블루,2
ASEAN,2
Cloud,2
Smart Cities,2
Chatbot,2
Convolutional Neural Networks,2
플랫폼,2
NA-IDE,2
순천,2
성장,2
오토인코더,2
MCN,2
PBL,2
Business Transformation,2
새마을운동,2
PCS,2
